id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1259654873747869698,1259654873747869698,1589160099000,2020-05-11,06:51:39,IST,703171622,modifansclub,Sunil Kumar,,Happy birthday @chitraaum Ji 🎂🎂🎂. May God bless you with good health and all the happiness. Be cheerful and beautiful always 😃,['chitraaum'],[],[],0,0,0,[],[],https://twitter.com/ModiFansClub/status/1259654873747869698,False,,0,,,,,,,"[{'user_id': '703171622', 'username': 'ModiFansClub'}, {'user_id': '2957682932', 'username': 'chitraaum'}]",,,,
1259654258636361728,1259654258636361728,1589159953000,2020-05-11,06:49:13,IST,703171622,modifansclub,Sunil Kumar,,@upcoprahul Salute to the brave mother 🙏. Very much inspiring. https://twitter.com/upcoprahul/status/1259539847292899332 …,['upcoprahul'],['https://twitter.com/upcoprahul/status/1259539847292899332'],[],0,0,0,[],[],https://twitter.com/ModiFansClub/status/1259654258636361728,False,https://twitter.com/upcoprahul/status/1259539847292899332,0,,,,,,,"[{'user_id': '703171622', 'username': 'ModiFansClub'}, {'user_id': '720101708', 'username': 'upcoprahul'}]",,,,
